time,xi_x,xi_y,xi_z,d_var_theta_x,d_var_theta_y,d_var_theta_z,var_theta_x,var_theta_y,var_theta_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.23,-0.0020154377919866795,0.003885566011464163,-0.17143765659360405,1.8039847393296815,0.4116360637372355,-0.6999645688865077,0.08596017007199458,0.046790402839712066,0.14304108005561383,-1.5050158168178414,-1.5005245497753492,-1.3622271055735555,0.43705481418873815,0.43611203942186094,0.44655537174869675,0.10033931776393214,-0.18392911842730109,0.8206112304207194
0.24,0.01602440960131013,0.008001926648836519,-0.17843730228246912,1.188361533210172,0.2549232354974691,-1.0022734689175206,0.0978437854040963,0.04933963519468676,0.13301834536643864,-1.4380637495556183,-1.4442345771725353,-1.307578597743515,0.42267417669318197,0.42166969365013557,0.4334795857712616,-0.4532138294851254,-0.31894297173407127,0.8199517110534721
0.25,0.02790802493341185,0.010551159003811213,-0.18846003697164432,1.1722041961142389,0.21699308129394201,-0.859472133545911,0.10956582736523869,0.05150956600762618,0.12442362403097953,-1.37500829179914,-1.3909392711534494,-1.2519054288830664,0.40892409377519057,0.40776030093860105,0.42096053148243096,-0.497637723432225,-0.36675478739752576,0.8253826375223374
0.26,-0.02625821837227528,-0.0038863363868212944,-0.17027062381322552,2.366901557000312,0.8069299769321028,-0.9467344921074818,0.13323484293524182,0.0595788657769472,0.11495627910990472,-1.32888843472809,-1.3493902462416867,-1.2264694342652664,0.39563520942790964,0.39426639847618417,0.4086958371397783,0.4790580433463498,0.16791166215355718,0.7792296262144831
0.27,-0.0025892028022721503,0.004182963382499731,-0.17973796873430034,1.9470518359580844,0.44703630230463787,-1.170475229132395,0.15270536129482265,0.06404922879999358,0.10325152681858077,-1.3080825092609776,-1.302337295798321,-1.1743417648392138,0.38255438433529987,0.38124302551820094,0.39695241949138615,0.11275556303350844,-0.17385656745224795,0.7844973442652594
0.28,0.01688131555730868,0.008653326405546113,-0.1914427210256243,1.4374556263914215,0.32761327758321873,-1.1060129788098374,0.16707991755873686,0.06732536157582578,0.09219139703048239,-1.2476534735908444,-1.2528323509747408,-1.1218642945545112,0.37007784959939144,0.3687147020084535,0.38573377654584107,-0.4096092622903725,-0.29760169803304776,0.7943513472125076
0.29,0.031255871821222886,0.011929459181378305,-0.20250285081372266,1.4143342101309606,0.2860474676384822,-1.00473931353258,0.18122325966004646,0.0701858362522106,0.0821440038951566,-1.1891458664890213,-1.205654409096265,-1.0719228020909437,0.3581863909345012,0.3566581579174909,0.37501454852493166,-0.4542787201370757,-0.34646140095482303,0.8034693076139405
0.3,-0.016460164158809604,-0.0006023625830311741,-0.16226251431187294,2.319528556774748,0.6712526933404361,-1.102145389120907,0.20441854522779393,0.07689836318561497,0.07112255000394753,-1.1639683202259845,-1.1739447113676353,-1.0750771740822909,0.3465467077322414,0.34491871080381453,0.36426377678410876,0.38381404442773764,0.02581723959409093,0.7184044842783401
0.31,0.006735121408937866,0.00611016435037319,-0.173283968203082,1.7280606449305225,0.44084158182620214,-1.003576499896913,0.22169915167709917,0.08130677900387699,0.0610867850049784,-1.135207769749004,-1.130233896411136,-1.0269251879788541,0.33519463003475136,0.33361637183970316,0.3539945249043202,-0.2292096611009916,-0.21178136957022856,0.7281197838446192
0.32,0.024015727858243102,0.010518580168635216,-0.18331973320205114,1.5738362235387129,0.36057871608732917,-0.9311404533526109,0.2374375139124863,0.08491256616475028,0.05177538047145229,-1.0765204991184045,-1.086495845496298,-0.9814834871127835,0.3244294250435673,0.32275141338474017,0.3441796900331924,-0.3989948669018174,-0.29723277547655047,0.7364138380843244
0.33,-0.01657023092729365,0.0005272525427865021,-0.14139647657851256,2.3787586685143687,0.644182629798326,-1.0089746258962635,0.26122510059763,0.09135439246273354,0.04168563421248965,-1.0478091860600454,-1.0574388060197142,-0.9896248138767303,0.31395133318296686,0.31217702532454306,0.33428344189442505,0.3532359120223638,-0.02096642165933211,0.6485561823139979
0.34,0.007217355757850041,0.006969078840769763,-0.1514862228374752,1.8539303688405848,0.46698417242901924,-0.8009750145598105,0.27976440428603583,0.09602423418702373,0.033675884066891544,-1.0228807590586702,-1.0170746107068294,-0.9455306983676975,0.30372252559238017,0.30200627921747475,0.3248281349107481,-0.2210949728704961,-0.21442074661356025,0.6575721223108253
0.35000000000000003,0.02575665944625588,0.011638920565059954,-0.15949597298307333,1.7101546840631958,0.3967684176080663,-0.7608855075010832,0.2968659511266678,0.09999191836310439,0.026067028991880712,-0.9669256646342246,-0.9769565281963871,-0.9050869342239883,0.2940532689460379,0.2922367139355109,0.3157772655685082,-0.3734771207257597,-0.2874627280557955,0.6630665549324193
0.36,0.04285820628688786,0.015606604741140617,-0.16710482805808416,1.6823028175778263,0.3685943171754993,-0.7421364003365757,0.31368897930244605,0.10367786153485939,0.018645664988514957,-0.9165625381919514,-0.9389269152072838,-0.8664829325475625,0.2848876435641184,0.28284744478343804,0.3071124362430326,-0.40472374061539007,-0.31675161191995294,0.6681699001092855
0.37,-0.02151232767297251,0.0003257173016439352,-0.09123019155879282,2.3538380497472113,0.6395492251358165,-0.8741931923857955,0.33722735979991814,0.11007335378621755,0.009903733064657002,-0.9072601934392432,-0.921248642151616,-0.9127325770975494,0.275815041629726,0.27363495836192187,0.2979851104720571,0.3407052147098829,-0.01202896982986668,0.5156500852665602
0.38,0.00202605282449958,0.006721209553002094,-0.09997212348265078,2.0481161252729603,0.4980348204015542,-0.44617026553512484,0.3577085210526477,0.11505370199023308,0.005442030409305753,-0.8969587409449636,-0.8860216851557005,-0.8728362900357991,0.26684545422027633,0.26477474151036484,0.2892567475716991,-0.06560398838883692,-0.1860996627710819,0.523497932078121
0.39,0.022507214077229165,0.01170155775701763,-0.10443382613800202,1.786066573836986,0.42629568598838624,-0.45008168684289374,0.3755691867910176,0.11931665885011694,0.0009412135408768153,-0.8449217666779959,-0.8502725167308303,-0.8386328175246793,0.25839623655349636,0.2562720163430565,0.2808704193964523,-0.326745366499167,-0.25754485591318804,0.5233801495386952
0.4,-0.01985533157397057,0.002636883433075693,-0.047762145881068974,2.3627224164661302,0.5817572981249344,-0.5422439883877286,0.39919641095567887,0.1251342318313663,-0.0044812263430004705,-0.8192029606264626,-0.8304585797861446,-0.8667827140165217,0.2502042069472317,0.24796743054519507,0.27220259225628707,0.3083424723673502,-0.0787693349463655,0.40195770187318375
