time,d_delta_x,d_delta_y,d_delta_z,delta_x,delta_y,delta_z
15.96,0.0011184955924800621,0.0012450320410564361,-0.006343798044932306,-0.015143572228843424,-0.010671005689811353,-0.024354993638479462
15.97,0.012553114895435355,-0.022178879670179674,-0.008636423209718053,-0.01501804107988907,-0.01089279448651315,-0.024441357870576642
15.98,-0.020397220097199104,0.0056649489410222145,0.003614156057667045,-0.015222013280861061,-0.010836144997102929,-0.02440521630999997
15.99,-0.008289026896351574,0.028493748103985105,0.0011303177566228395,-0.015304903549824576,-0.010551207516063078,-0.02439391313243374
16.0,0.0019290441201702604,0.004409122737694816,-0.0012833873043801153,-0.015285613108622875,-0.01050711628868613,-0.02440674700547754
16.01,-0.020782044438114766,-0.0033323375654622824,0.009646371656709826,-0.015493433553004022,-0.010540439664340751,-0.024310283288910443
16.02,-0.009018876564413886,0.021742879500953438,0.007071979057129266,-0.01558362231864816,-0.010323010869331217,-0.02423956349833915
16.03,0.0008562350328546395,0.01058687203153056,0.004570405888792442,-0.015575059968319614,-0.010217142149015911,-0.024193859439451227
16.04,-0.015820808888526577,-0.002556172801319964,0.010508267934277948,-0.01573326805720488,-0.010242703877029111,-0.024088776760108448
16.05,-0.005048630807641771,0.022588364258333823,0.00796733316876612,-0.0157837543652813,-0.010016820234445773,-0.024009103428420785
16.06,0.0039721004733360155,0.008196983419859687,0.005498877045576889,-0.01574403336054794,-0.009934850400247176,-0.023954114657965018
16.07,0.013356094001043612,-0.016129188059158944,0.0031013895402505903,-0.015610472420537504,-0.010096142280838766,-0.023923100762562512
16.080000000000002,-0.014367718550952799,-0.006705351209573506,0.015143129914094361,-0.015754149606047034,-0.010163195792934501,-0.023771669463421567
16.09,-0.0044499492392569215,0.018980374033054886,0.012566484619890739,-0.0157986490984396,-0.009973392052603952,-0.02364600461722266
16.1,0.0038057395685269016,0.011121055179366172,0.010063780029686699,-0.01576059170275433,-0.00986218150081029,-0.023545366816925793
16.11,-0.014100248006587615,-0.014854510237692676,0.019563940704565415,-0.01590159418282021,-0.010010726603187216,-0.023349727409880137
16.12,-0.004590151526509267,0.011630005755684025,0.016941205328935102,-0.0159474956980853,-0.009894426545630376,-0.023180315356590788
16.13,0.0032838413312531387,0.017206993435587715,0.014393932930362077,-0.01591465728477277,-0.009722356611274498,-0.023036376027287166
16.14,-0.00966756774387384,-0.012084979764812601,0.016496638023342128,-0.016011332962211508,-0.009843206408922623,-0.022871409647053746
16.15,-0.0011618464022410124,0.01435202588017926,0.014006714180561597,-0.016022951426233917,-0.009699686150120831,-0.02273134250524813
16.16,0.005846238737629857,0.013662771538079979,0.011589460315623037,-0.015964489038857617,-0.009563058434740031,-0.022615447902091898
16.17,0.013184400726920294,-0.011327680478680154,0.009243361076572039,-0.015832645031588415,-0.009676335239526834,-0.02252301429132618
16.18,-0.004568823704903684,-0.014708405874889491,0.00915790793144107,-0.01587833326863745,-0.009823419298275729,-0.02243143521201177
16.19,0.00276587324497074,0.012190293572007481,0.006916698188721163,-0.015850674536187742,-0.009701516362555654,-0.022362268230124556
16.2,0.008867632744451792,0.015424131230338915,0.004742765730740013,-0.015761998208743223,-0.009547275050252265,-0.022314840572817157
16.21,-0.0022926829747879143,-0.022085309031326338,0.0055612966079019305,-0.0157849250384911,-0.009768128140565529,-0.02225922760673814
16.22,0.004419385383435323,0.005579836788556745,0.0034644455021810433,-0.01574073118465675,-0.009712329772679962,-0.02222458315171633
16.23,0.009898111346485522,0.021275874699747427,0.0014317773186450639,-0.015641750071191896,-0.009499571025682487,-0.022210265378529877
16.240000000000002,0.0020692353320294413,-0.018288268834537366,-0.0008986549429548449,-0.015621057717871601,-0.009682453714027862,-0.022219251927959427
16.25,0.007714937207623403,0.00922788704166825,-0.002781969810176352,-0.015543908345795367,-0.009590174843611179,-0.02224707162606119
16.26,0.012624677000994476,0.017269361990656942,-0.0046059281391832435,-0.015417661575785422,-0.00941748122370461,-0.02229313090745302
16.27,0.01813154715208302,-0.008141072266126401,-0.006371769427769673,-0.015236346104264591,-0.009498891946365875,-0.022356848601730716
16.28,0.004684874537198097,-0.020009457730778713,-0.004169692843591831,-0.01518949735889261,-0.009698986523673663,-0.022398545530166635
16.29,0.00927210153877795,0.007854509908478462,-0.00589727919980057,-0.01509677634350483,-0.009620441424588878,-0.02245751832216464
16.3,0.01349265921457126,0.01851690322304309,-0.007568770592493446,-0.014961849751359117,-0.009435272392358448,-0.022533206028089576
16.31,0.005565385214318472,-0.02647221720060469,-0.002512285543564828,-0.014906195899215931,-0.009699994564364494,-0.022558328883525224
16.32,0.009605429013060215,0.002087934262302603,-0.00422376228705295,-0.01481014160908533,-0.009679115221741467,-0.022600566506395754
16.330000000000002,0.013142238447399625,0.023913302033069392,-0.005879058276499656,-0.014678719224611333,-0.009439982201410773,-0.02265935708916075
16.34,0.00719215804901676,-0.021013844781668577,-0.0015928707514352228,-0.014606797644121166,-0.009650120649227458,-0.0226752857966751
16.35,0.010323433918596157,0.007258233879944686,-0.0032717709572580717,-0.014503563304935204,-0.009577538310428011,-0.02270800350624768
16.36,0.013519777109871213,0.018573121399113653,-0.004894789443165709,-0.014368365533836492,-0.009391807096436874,-0.022756951400679338
16.37,0.017093076940231444,-0.007150727618118427,-0.00646309781599954,-0.014197434764434178,-0.009463314372618058,-0.022821582378839335
16.38,0.007381380679592171,-0.020718295174506973,0.0038869323455833493,-0.014123620957638255,-0.009670497324363128,-0.022782713055383503
16.39,0.00966598055493529,0.007749305415797332,0.0021477437584696626,-0.014026961152088901,-0.009593004270205156,-0.022761235617798806
16.4,0.012154320438107286,0.018032075207156804,0.0004666245510034153,-0.013905417947707829,-0.009412683518133588,-0.022756569372288774
16.41,0.006407002849597051,-0.02636234887764345,0.009284812835936483,-0.013841347919211858,-0.009676307006910023,-0.02266372124392941
16.42,0.008156098713709321,0.002724367391507547,0.007473314563848282,-0.013759786932074764,-0.009649063332994947,-0.022588988098290925
16.43,0.009986332013082081,0.02270171739021771,0.0057221223423572914,-0.013659923611943943,-0.00942204615909277,-0.02253176687486735
16.44,0.006323209510513777,-0.020866593420500033,0.010454754323543723,-0.013596691516838805,-0.00963071209329777,-0.022427219331631915
16.45,0.007439711112878361,0.007832083531623287,0.00867648140910389,-0.013522294405710022,-0.009552391257981538,-0.022340454517540877
16.46,0.00883468242831988,0.017601156704691846,0.006958100874984607,-0.013433947581426823,-0.00937637969093462,-0.02227087350879103
16.47,0.010454203214372005,-0.008301890947797583,0.005298338139766046,-0.013329405549283102,-0.009459398600412595,-0.02221789012739337
16.48,0.005232086146299948,-0.019906704430959814,0.015734938143930836,-0.013277084687820103,-0.009658465644722194,-0.022060540745954062
16.490000000000002,0.0055999507167173584,0.008866870069675473,0.013911981561041918,-0.013221085180652929,-0.00956979694402544,-0.021921420930343643
16.5,0.006243414501748118,0.01664776708313289,0.012150514560646954,-0.013158651035635448,-0.00940331927319411,-0.021799915784737174
16.51,0.003840436675951235,-0.02506099953317213,0.019890095117426343,-0.013120246668875936,-0.009653929268525832,-0.02160101483356291
16.52,0.0036420198239975055,0.004264323140800184,0.01803220334301582,-0.01308382647063596,-0.00961128603711783,-0.021420692800132753
16.53,0.003634258891168675,0.02086606227172806,0.01623696608747517,-0.013047483881724274,-0.00940262541440055,-0.021258323139258
16.54,0.004285440011993165,-0.016858827009220905,0.01853912114800814,-0.013004629481604342,-0.00957121368449276,-0.02107293192777792
16.55,0.0035413515200553025,0.011809183460311998,0.01678074306646874,-0.012969215966403788,-0.00945312184988964,-0.020905124497113233
16.56,0.003039073909668989,0.013326922711908435,0.015082897474636335,-0.012938825227307098,-0.009319852622770556,-0.02075429552236687
16.57,0.0026600519511268753,-0.012703534236968766,0.013444285673366405,-0.012912224707795829,-0.009446887965140243,-0.020619852665633206
16.580000000000002,0.006569866512651852,-0.010721257236780725,0.013806716358093475,-0.01284652604266931,-0.00955410053750805,-0.02048178550205227
16.59,0.005145207336494918,0.017408506798204274,0.012252980273590126,-0.01279507396930436,-0.009380015469526007,-0.02035925569931637
16.6,0.0038758296057706254,0.008037045693237533,0.010755159553534538,-0.012756315673246654,-0.009299645012593631,-0.020251704103781024
16.61,0.007865347418265556,-0.013295543521551243,0.01082356565693749,-0.012677662199063997,-0.009432600447809143,-0.02014346844721165
16.62,0.005830898164191987,0.015023685869319089,0.009412265931117693,-0.012619353217422077,-0.009282363589115952,-0.020049345787900474
16.63,0.003922132142794459,0.009751333386635566,0.008053617266669734,-0.012580131895994133,-0.009184850255249597,-0.019968809615233778
16.64,0.0081835573479635,-0.005391432903396141,0.005885590707952047,-0.012498296322514498,-0.009238764584283559,-0.01990995370815426
16.65,0.0056674950285684755,0.022019507352998634,0.004664137872519389,-0.012441621372228814,-0.009018569510753572,-0.019863312329429065
16.66,0.0032281879430200514,0.002062034632436441,0.003490885555430638,-0.012409339492798613,-0.008997949164429208,-0.01982840347387476
16.67,0.0008234498290812658,-0.024842275534783978,0.002364800276979419,-0.0124011049945078,-0.009246371919777048,-0.019804755471104968
16.68,0.009261545844564387,-0.0019131515152408553,0.0045350970720721695,-0.012308489536062157,-0.009265503434929457,-0.019759404500384246
16.69,0.005967843673686968,0.02492132769968436,0.0034351123127426275,-0.012248811099325288,-0.009016290157932613,-0.01972505337725682
16.7,0.0027202144570316993,-0.0007553454786562754,0.0023806856238929586,-0.012221608954754971,-0.009023843612719176,-0.01970124652101789
16.71,0.010213816096040315,-0.005782854504784808,0.005059870690335033,-0.012119470793794569,-0.009081672157767024,-0.01965064781411454
16.72,0.00628472458063891,0.0213799504100021,0.004013500110964782,-0.01205662354798818,-0.008867872653667003,-0.019610512813004893
16.73,0.002390977823285588,0.0020705724699558448,0.0030116200875378793,-0.012032713769755324,-0.008847166928967445,-0.019580396612129514
16.740000000000002,0.009501574486308062,0.0007986747432486979,0.004851720631189743,-0.011937698024892243,-0.008839180181534958,-0.019531879405817618
16.75,0.005035821022650284,0.020639169429209365,0.0038751556139560023,-0.01188733981466574,-0.008632788487242863,-0.019493127849678056
16.76,0.000588047063700331,-0.004912547170407983,0.0029416341627953035,-0.011881459344028737,-0.008681913958946942,-0.019463711508050104
16.77,-0.003860898118982166,-0.032234872923145155,0.0020502277446185144,-0.011920068325218558,-0.009004262688178393,-0.019443209230603917
16.78,0.009911395749013882,0.0016918420007948562,0.007536732693099117,-0.011820954367728419,-0.008987344268170445,-0.019367841903672925
16.79,0.004641539896401661,0.02099729610667427,0.0065796553023786605,-0.011774538968764401,-0.008777371307103703,-0.01930204535064914
16.8,-0.000619303558427993,-0.004636921716098159,0.005665512487827061,-0.011780732004348681,-0.008823740524264684,-0.01924539022577087
16.81,0.010570798749619324,-0.00447007521900987,0.009573090005707774,-0.011675024016852489,-0.008868441276454782,-0.019149659325713792
16.82,0.004671022618735376,0.02167659398532186,0.008631186002330274,-0.011628313790665135,-0.008651675336601564,-0.01906334746569049
16.830000000000002,-0.0012200626874886052,0.0008553421931266729,0.007732082516626146,-0.011640514417540021,-0.008643121914670296,-0.01898602664052423
16.84,0.00850005652081277,-0.00031292942635224863,0.009433826632493487,-0.011555513852331892,-0.008646251208933819,-0.018891688374199297
16.85,0.0020684589783241565,0.021937515685080202,0.008561591634418969,-0.011534829262548651,-0.008426876052083017,-0.018806072457855108
16.86,-0.004357055827264422,-0.003966420074300734,0.007730645392245737,-0.011578399820821296,-0.008466540252826024,-0.01872876600393265
16.87,-0.010784966483038654,-0.031466038422471226,0.006940081988772981,-0.011686249485651683,-0.008781200637050736,-0.01865936518404492
16.88,0.007201676293441053,-0.001615526011061831,0.01181018489181307,-0.011614232722717272,-0.008797355897161355,-0.01854126333512679
16.89,5.451818694855032e-06,0.02340068632708129,0.010966230460446855,-0.011614178204530323,-0.008563349033890543,-0.01843160103052232
16.9,-0.00717965722101406,-0.0015391422707883955,0.01016314414412671,-0.011685974776740464,-0.008578740456598427,-0.018329969589081053
16.91,0.008067635360883,-0.009281176117869386,0.012138972794922799,-0.011605298423131634,-0.008671552217777122,-0.018208579861131825
16.92,0.00024975994278670505,0.015995590428010138,0.011355141948816948,-0.011602800823703767,-0.00851159631349702,-0.018095028441643655
16.93,-0.007547717668666468,0.0058009077982744475,0.010610821093551964,-0.011678278000390431,-0.008453587235514275,-0.017988920230708135
16.94,0.015765845281326518,-0.03581803189763115,0.010201535051254089,-0.011520619547577165,-0.008811767554490587,-0.017886904880195596
16.95,0.0071543234345146055,-0.007880005936710996,0.009535924325340117,-0.01144907631323202,-0.008890567613857698,-0.017791545636942196
16.96,-0.0014198827562531477,0.0166787011609436,0.00890697094673669,-0.01146327514079455,-0.008723780602248262,-0.01770247592747483
16.97,-0.009959612595029102,0.006090404847410556,0.008313859981554546,-0.01156287126674484,-0.008662876553774157,-0.017619337327659284
16.98,0.005148277834892627,-0.0007233680826987804,0.005514676122327415,-0.011511388488395915,-0.008670110234601144,-0.01756419056643601
16.990000000000002,-0.003951811342373417,0.02313700652741803,0.0050538241141807674,-0.01155090660181965,-0.008438740169326964,-0.017513652325294202
17.0,-0.013004633118604846,-0.0022355407067618863,0.004624739928726994,-0.011680952933005698,-0.008461095576394583,-0.017467404926006933
17.01,0.006532181444880963,-0.004841008984732366,0.003723981547819298,-0.01161563111855689,-0.008509505666241908,-0.01743016511052874
17.02,-0.00317857815597343,0.01868299025192584,0.003374509405307348,-0.011647416900116624,-0.00832267576372265,-0.017396420016475667
17.03,-0.012823189335132129,0.00159556974356111,0.003054142226760287,-0.011775648793467946,-0.008306720066287038,-0.017365878594208066
17.04,0.004243220257578582,0.00030484786769218244,-0.0029240735376550725,-0.01173321659089216,-0.008303671587610117,-0.017395119329584617
17.05,-0.005974172728691808,0.021449296278068863,-0.0030370904825018363,-0.011792958318179078,-0.008089178624829428,-0.017425490234409636
17.06,-0.016105842774454912,-0.004962543882209052,-0.0031269102270664387,-0.011954016745923626,-0.00813880406365152,-0.0174567593366803
17.07,-0.026150309923039926,-0.03249351332106912,-0.003194036324763623,-0.012215519845154026,-0.00846373919686221,-0.01748869969992794
17.080000000000002,0.004654319037200962,0.002322752165109229,-0.00583503954765071,-0.012168976654782017,-0.008440511675211117,-0.017547050095404446
17.09,-0.0063141817475810755,0.020137833901064307,-0.005786325543140243,-0.012232118472257827,-0.008239133336200475,-0.01760491335083585
17.1,-0.01716291592914715,-0.00602858875699944,-0.005718366431459669,-0.012403747631549299,-0.00829941922377047,-0.017662097015150445
17.11,0.006546336105898089,-0.0023367283131420225,-0.00456511540360853,-0.012338284270490317,-0.00832278650690189,-0.01770774816918653
17.12,-0.005016666050339062,0.020447930753520957,-0.004484152973929921,-0.012388450930993708,-0.008118307199366681,-0.01775258969892583
17.13,-0.016428918639301335,-0.001132036814612547,-0.004384619567536677,-0.012552740117386722,-0.008129627567512806,-0.017796435894601198
17.14,0.004239698943150662,0.0022195233535056424,-0.002749987319266317,-0.012510343127955214,-0.00810743233397775,-0.017823935767793862
17.150000000000002,-0.0077880050699407136,0.0185808114760261,-0.002651546014374305,-0.012588223178654621,-0.007921624219217488,-0.017850451227937606
17.16,-0.019631162731056487,-0.007311554918016435,-0.0025348247830904586,-0.012784534805965187,-0.007994739768397652,-0.01787579947576851
17.17,-0.03127612686093589,-0.03439836409181791,-0.00240022765958426,-0.013097296074574546,-0.00833872340931583,-0.01789980175236435
17.18,0.004296921527535878,0.001685301441993442,0.0033403782949918276,-0.013054326859299187,-0.008321870394895896,-0.017866397969414433
17.19,-0.008413909188240754,0.020447282196530175,0.0033678604773483417,-0.013138465951181596,-0.008117397572930594,-0.01783271936464095
17.2,-0.020883731526197213,-0.00529988375120876,0.0034156103299882376,-0.013347303266443568,-0.008170396410442681,-0.017798563261341067
17.21,0.006074181426812399,-0.003996982597682271,0.009135052332778337,-0.013286561452175443,-0.008210366236419504,-0.017707212738013282
17.22,-0.007190741553951163,0.018151349566278327,0.0090781721963508,-0.013358468867714956,-0.008028852740756721,-0.017616431016049774
17.23,-0.020164335298232687,0.0011703000726832197,0.009043773948868204,-0.013560112220697283,-0.00801714974002989,-0.017525993276561094
17.240000000000002,0.0037227743081788417,-0.002053815768806092,0.010830475476770234,-0.013522884477615495,-0.00803768789771795,-0.01741768852179339
17.25,-0.009937891391839211,0.020579982608541422,0.010794313519350875,-0.013622263391533886,-0.007831888071632535,-0.017309745386599882
17.26,-0.023251904085586167,-0.002201573026978716,0.010780154778334383,-0.013854782432389747,-0.007853903801902323,-0.017201943838816538
17.27,-0.036486529241635854,-0.028536297674086584,0.010787468591163106,-0.014219647724806106,-0.008139266778643189,-0.017094069152904907
17.28,0.00457219044539315,-0.003678530310109101,0.01334484554459111,-0.014173925820352174,-0.00817605208174428,-0.016960620697458996
17.29,-0.009708361167370977,0.018413791710533405,0.013330282001280488,-0.014271009432025883,-0.007991914164638946,-0.01682731787744619
17.3,-0.02368395818983999,0.0010277312607752595,0.013337158145844893,-0.014507849013924283,-0.007981636852031192,-0.016693946295987742
17.31,0.00856050525892458,-0.01151982674771626,0.012905020848208278,-0.014422243961335037,-0.008096835119508355,-0.016564896087505658
17.32,-0.006291266768376727,0.009817388886558509,0.012966631572735678,-0.014485156629018805,-0.00799866123064277,-0.0164352297717783
17.330000000000002,-0.020854325811442906,0.010235022466959188,0.013047702191643765,-0.014693699887133234,-0.007896311005973178,-0.016304752749861862
17.34,0.007004379809659844,-0.008917697643629034,0.009837187942660329,-0.014623656089036636,-0.00798548798240947,-0.016206380870435258
17.35,-0.008195631811248355,0.012699189250474014,0.010042665282075827,-0.01470561240714912,-0.007858496089904729,-0.016105954217614498
17.36,-0.023291486025043696,0.006571838178458604,0.010263893515937726,-0.014938527267399557,-0.007792777708120143,-0.016003315282455122
17.37,-0.03841286216114795,-0.018756585187793405,0.01050047105681453,-0.015322655889011038,-0.007980343559998077,-0.015898310571886978
17.38,0.011241313264019837,-0.006539990063054436,0.00421371908573933,-0.01521024275637084,-0.008045743460628621,-0.015856173381029584
17.39,-0.004680173681377346,0.01497599120313741,0.004650502785876358,-0.015257044493184614,-0.007895983548597248,-0.01580966835317082
17.400000000000002,-0.020522050937854884,0.004736965327644168,0.005097054842527073,-0.015462265002563163,-0.007848613895320806,-0.01575869780474555
17.41,0.017696473534084878,-0.009843192465845557,0.0006790222952976002,-0.015285300267222314,-0.007947045819979261,-0.015751907581792575
17.42,0.0011122434370477233,0.011150064590801891,0.001271581440272125,-0.015274177832851836,-0.007835545174071243,-0.015739191767389853
17.43,-0.015293671418012876,0.008740666138059931,0.0018698330866217944,-0.015427114547031965,-0.007748138512690643,-0.015720493436523635
17.44,0.016811234073337865,-0.00540764793758183,-0.004784888777695298,-0.015259002206298587,-0.007802214992066462,-0.015768342324300588
17.45,-0.00014413398846844366,0.015737892211772804,-0.003986495169536523,-0.01526044354618327,-0.007644836069948734,-0.015808207275995953
17.46,-0.017072621110190644,0.003156619257094935,-0.003187799141778698,-0.015431169757285177,-0.007613269877377785,-0.01584008526741374
17.47,-0.03409169384886936,-0.02121813753957654,-0.002388821963680343,-0.01577208669577387,-0.007825451252773551,-0.015863973487050546
17.48,0.02028030992756199,-0.00460702189837504,-0.008313681239754386,-0.01556928359649825,-0.007871521471757301,-0.01594711029944809
17.490000000000002,0.0026606151134539666,0.01614541192361782,-0.007338902331921859,-0.01554267744536371,-0.007710067352521123,-0.016020499322767306
17.5,-0.014975162266126545,0.0035588373934934275,-0.006368494119133129,-0.015692429068024975,-0.007674478978586188,-0.016084184263958638
17.51,0.041623063070483586,-0.022827374676191902,-0.009730854613145073,-0.01527619843732014,-0.007902752725348107,-0.016181492810090087
17.52,0.022286774913719925,-0.004140857143857989,-0.00865599005170875,-0.01505333068818294,-0.007944161296786687,-0.016268052710607175
17.53,0.00405449982351587,0.01613225274929133,-0.007588144787334085,-0.01501278568994778,-0.007782838769293774,-0.016343934158480518
17.54,0.02278352399765841,-0.0048300738970950136,-0.00990988998062841,-0.014784950449971196,-0.007831139508264725,-0.0164430330582868
17.55,0.00426370806263604,0.015198517493885462,-0.008767342624696313,-0.014742313369344836,-0.00767915433332587,-0.016530706484533766
17.56,-0.014340584515055654,0.00514808449875576,-0.007633659900996979,-0.014885719214495392,-0.007627673488338312,-0.016607043083543736
17.57,-0.0331157685402344,-0.01785221533454846,-0.006508644640383768,-0.015216876899897737,-0.0078061956416837965,-0.016672129529947573
17.580000000000002,0.025885859975929418,-0.006224453867860389,-0.0071777465793328235,-0.014958018300138442,-0.007868440180362401,-0.016743906995740902
17.59,0.006748135546248174,0.01325722742043191,-0.006022483661369059,-0.01489053694467596,-0.007735867906158082,-0.01680413183235459
17.6,-0.012518120679336019,0.007982663501607984,-0.004876525771282898,-0.01501571815146932,-0.007656041271142003,-0.01685289709006742
17.61,0.03088001749920883,-0.011866441365991982,-0.005995057151001411,-0.014706917976477232,-0.0077747056848019224,-0.016912847661577433
17.62,0.01117121642151813,0.00689153395666473,-0.004807700009316497,-0.014595205812262051,-0.007705790345235275,-0.0169609246616706
17.63,-0.008511165811212432,0.014874500520304777,-0.0036305907370904472,-0.014680317470374175,-0.007557045340032227,-0.016997230569041503
17.64,0.02696734135459707,-0.011021104832776043,-0.004908913370101062,-0.014410644056828206,-0.007667256388359987,-0.017046319702742514
17.650000000000002,0.00702623587178889,0.0075781756770318,-0.0036872010979429673,-0.014340381698110317,-0.007591474631589669,-0.017083191713721944
17.66,-0.013112871436994272,0.013833883474586368,-0.0024767724413524705,-0.01447151041248026,-0.007453135796843806,-0.017107959438135468
17.67,-0.033519698616994234,-0.007542447764389733,-0.0012774041464401198,-0.014806707398650202,-0.0075285602744877035,-0.01712073347959987
17.68,0.028066339128708817,-0.014801282809519038,-0.0014309836280092178,-0.014526044007363114,-0.0076765731025828935,-0.01713504331587996
17.69,0.007602517427102148,0.0031407672192040603,-0.00021690271812634804,-0.014450018833092092,-0.007645165430390853,-0.017137212343061224
17.7,-0.013110323556363601,0.01940581472739562,0.000985853385302507,-0.014581122068655729,-0.0074511072831168965,-0.0171273538092082
17.71,0.03282541039722089,-0.021505889120746143,0.0014701090350791382,-0.01425286796468352,-0.007666166174324358,-0.017112652718857407
17.72,0.011829966380685248,-0.004363075771749495,0.0026700296538179277,-0.014134568300876667,-0.007709796932041853,-0.017085952422319226
17.73,-0.009231549023068941,0.013764104192423651,0.003858756786951613,-0.014226883791107358,-0.0075721558901176165,-0.01704736485444971
17.740000000000002,0.029171359373056333,-0.018427542502812054,-0.0021136453962111515,-0.013935170197376794,-0.007756431315145737,-0.017068501308411824
17.75,0.007970029037652801,-0.001482759317934089,-0.0007575846418358748,-0.013855469907000265,-0.007771258908325078,-0.017076077154830182
17.76,-0.013544668866099327,0.016339770806239176,0.0005830480559623069,-0.013990916595661259,-0.007607861200262686,-0.01707024667427056
17.77,-0.03543702201338454,0.006250587056390007,0.0019085507697809909,-0.014345286815795104,-0.007545355329698786,-0.01705116116657275
17.78,0.03144160430203613,-0.014152886613262076,-0.009988529084857221,-0.014030870772774743,-0.007686884195831406,-0.017151046457421323
17.79,0.009726455201468615,0.0023413115867621445,-0.008341153290336759,-0.013933606220760057,-0.0076634710799637846,-0.017234457990324692
17.8,-0.01228933494882159,0.019832720616585933,-0.006716976534617801,-0.014056499570248272,-0.007465143873797925,-0.01730162775567087
17.81,0.03735443398917306,-0.015857161010233805,-0.01610444182980121,-0.013682955230356541,-0.007623715483900263,-0.017462672173968883
17.82,0.014798165299023645,3.4041176340111196e-05,-0.014232524023870777,-0.013534973577366305,-0.007623375072136862,-0.01760499741420759
17.830000000000002,-0.007465391061349955,0.01668193902200746,-0.012389811404223551,-0.013609627487979803,-0.007456555681916788,-0.017728895528249824
17.84,0.03269692955715043,-0.01007766610672916,-0.02321595167100521,-0.013282658192408299,-0.0075573323429840794,-0.017961055044959876
17.85,0.010293007194043878,0.005566192432351874,-0.021094158276320073,-0.01317972812046786,-0.00750167041866056,-0.018171996627723078
17.86,-0.012393448664664887,0.01875835775072684,-0.01900829280471901,-0.013303662607114509,-0.007314086841153292,-0.018362079555770267
17.87,-0.03559993345635491,0.0007704231999232265,-0.01695749410132289,-0.013659661941678058,-0.00730638260915406,-0.018531654496783494
17.88,0.0350883793546259,-0.008655247575074076,-0.027904840554706933,-0.013308778148131799,-0.007392935084904801,-0.018810702902330563
17.89,0.012081488476431139,0.006338368491620226,-0.025574460251284632,-0.013187963263367488,-0.007329551399988599,-0.01906644750484341
17.900000000000002,-0.01106901764570676,0.017722080275515265,-0.023285663831522307,-0.013298653439824556,-0.007152330597233446,-0.019299304143158634
17.91,0.030507391254065316,-0.010319055660434864,-0.027945045286727907,-0.012993579527283902,-0.007255521153837795,-0.019578754596025913
17.92,0.017367320829653393,0.0039501441347552894,-0.02554913550265802,-0.012819906318987368,-0.007216019712490242,-0.019834245951052494
17.93,-0.005955007458624088,0.019078011425962015,-0.023196636203029843,-0.012879456393573609,-0.007025239598230622,-0.020066212313082792
17.94,0.032903741856530784,-0.00707806288088645,-0.02740432642849603,-0.0125504189750083,-0.007096020227039487,-0.020340255577367752
17.95,0.012701725340118614,0.00682051963353787,-0.024958592416485,-0.012423401721607115,-0.007027815030704108,-0.0205898415015326
17.96,-0.011049444191918473,0.016801798803950895,-0.022557709982764775,-0.0125338961635263,-0.006859797042664599,-0.02081541860136025
17.97,-0.03546379940344786,0.0009571858791038793,-0.020200599453738005,-0.012888534157560779,-0.00685022518387356,-0.02101742459589763
17.98,0.03091608810412772,-0.007735590486991649,-0.021713144986905915,-0.012579373276519501,-0.0069275810887434765,-0.021234556045766687
17.990000000000002,0.014318037380845642,0.00540315263423055,-0.01933050699491473,-0.012436192902711045,-0.006873549562401171,-0.021427861115715836
18.0,-0.00983437904274484,0.018408764120018396,-0.016991267717990657,-0.012534536693138493,-0.006689461921200988,-0.021597773792895743
18.01,0.02390739113337447,-0.011969433748953161,-0.01686131682358253,-0.01229546278180475,-0.00680915625869052,-0.02176638696113157
18.02,0.01916645995079993,0.0004398544380482157,-0.014542158725450803,-0.01210379818229675,-0.006804757714310038,-0.021911808548386077
18.03,-0.005046481397453048,0.013307213801934007,-0.012264966335606434,-0.01215426299627128,-0.006671685576290698,-0.02203445821174214
18.04,0.02678089959045487,-0.010315512885607506,-0.013340345036328735,-0.01188645400036673,-0.006774840705146772,-0.02216786166210543
18.05,0.014194715999909336,0.0016293414618226663,-0.011051088890324426,-0.011744506840367637,-0.006758547290528546,-0.022278372551008674
18.06,-0.010440507823485226,0.013977066698772312,-0.008803307078759169,-0.01184891191860249,-0.006618776623540823,-0.022366405621796266
18.07,-0.0358886597584147,0.00919072101841318,-0.006596078717677062,-0.012207798516186636,-0.006526869413356691,-0.022432366408973038
18.080000000000002,0.02591479392600659,-0.013489323646434279,-0.007009776939465938,-0.01194865057692657,-0.006661762649821034,-0.0225024641783677
18.09,0.015055325063802118,-0.0023541815128925343,-0.004804776263607695,-0.011798097326288549,-0.006685304464949959,-0.022550511941003777
18.1,-0.009898434496920391,0.00914623623838938,-0.0026395324560809508,-0.011897081671257753,-0.006593842102566065,-0.022576907265564588
18.11,0.019141331862844037,-0.01746850580822185,-0.0037744931580552324,-0.011705668352629312,-0.006768527160648284,-0.02261465219714514
18.12,0.01985963433089133,-0.007117617845362894,-0.0015944463182574406,-0.011507072009320399,-0.006839703339101912,-0.022630596660327715
18.13,-0.0050513623766685264,0.003598761795549776,0.0005460898506763623,-0.011557585633087083,-0.006803715721146414,-0.02262513576182095
18.14,0.023516653304623276,-0.014491283049309765,-0.004071946131460828,-0.01132241910004085,-0.006948628551639512,-0.02266585522313556
18.150000000000002,0.013719275402011597,-0.004633606711414613,-0.0018260409028890909,-0.011185226346020734,-0.006994964618753658,-0.02268411563216445
