time,d_delta_x,d_delta_y,d_delta_z,delta_x,delta_y,delta_z
6.29,-0.016516006461945287,-0.1657554560856408,0.1223533144703709,-0.09514138625537055,-0.12240052670175576,-0.12271676900353826
6.3,0.1382059384670846,-0.2202035740779011,0.11763482495377908,-0.09375932687069971,-0.12460256244253477,-0.12154042075400047
6.3100000000000005,0.10502859051585997,-0.20185658690215108,0.11250311256442702,-0.09270904096554111,-0.12662112831155628,-0.1204153896283562
6.32,0.07132472006709867,-0.18489233184143883,0.10751431745103912,-0.09199579376487013,-0.12847005162997066,-0.1193402464538458
6.33,0.2053392077129283,-0.2279979970985785,0.08580751685494648,-0.08994240168774086,-0.13075003160095644,-0.11848217128529634
6.34,0.17083887224625077,-0.20902500591965667,0.08150755081136102,-0.08823401296527834,-0.13284028166015302,-0.11766709577718273
6.3500000000000005,0.13577041633581494,-0.19123221034977167,0.07733166225714574,-0.0868763088019202,-0.13475260376365072,-0.11689377915461127
6.36,0.10026077803557362,-0.17463439118167418,0.0732771448864287,-0.08587370102156446,-0.13649894767546747,-0.11616100770574699
6.37,0.12305071954212454,-0.19830981815671134,0.06423490272239507,-0.08464319382614321,-0.13848204585703458,-0.11551865867852304
6.38,0.14817051606774273,-0.18789302802739527,0.06054795237037494,-0.08316148866546579,-0.14036097613730852,-0.11491317915481929
6.390000000000001,0.1742760503185888,-0.17836842253665636,0.05697114851958601,-0.0814187281622799,-0.1421446603626751,-0.11434346766962343
6.4,0.014832433853449595,-0.14415964783560942,0.06729554417265665,-0.0812704038237454,-0.14358625684103118,-0.11367051222789687
6.41,0.0403754063230857,-0.1350959952091046,0.06360745729644973,-0.08086664976051454,-0.14493721679312224,-0.11303443765493237
6.42,0.06732452530056299,-0.12683151594322106,0.06002979065826425,-0.0801934045075089,-0.14620553195255445,-0.11243413974834973
6.43,-0.06785012022260398,-0.09259461479045394,0.012686193471544871,-0.08087190570973495,-0.14713147810045898,-0.11230727781363428
6.44,-0.04099420685166416,-0.08522482379550472,0.010383696458380998,-0.08128184777825159,-0.14798372633841403,-0.11220344084905047
6.45,-0.013554848083829757,-0.07857362677911234,0.008159113197025836,-0.08141739625908989,-0.14876946260620516,-0.11212184971708021
6.46,0.015184715921297998,-0.07262281217306055,0.0060107160660308745,-0.0812655490998769,-0.14949569072793575,-0.1120617425564199
6.47,-0.1704946599140656,-0.007014234880089898,-0.011192626509387238,-0.08297049569901756,-0.14956583307673665,-0.11217366882151378
6.48,-0.13785773675762705,-0.0024120004510469473,-0.012821226482548909,-0.08434907306659382,-0.14958995308124712,-0.11230188108633926
6.49,-0.1080034097719886,0.0015822195391873572,-0.01438782174378489,-0.0854291071643137,-0.14957413088585525,-0.1124457593037771
6.5,-0.2386640625145216,0.0648346538820721,-0.0025911798002709596,-0.08781574778945893,-0.14892578434703452,-0.11247167110177982
6.51,-0.2018147827551355,0.06707140942245532,-0.004350604704137118,-0.08983389561701029,-0.14825507025280996,-0.11251517714882119
6.5200000000000005,-0.16745684666525532,0.06878326505531712,-0.006044671117992062,-0.09150846408366284,-0.1475672376022568,-0.11257562386000111
6.53,-0.33920830264201784,0.1651689951197909,0.0036103137083644543,-0.09490054711008301,-0.14591554765105888,-0.11253952072291747
6.54,-0.29617127160476114,0.16428932303599666,0.0017801386856868828,-0.09786225982613063,-0.14427265442069892,-0.1125217193360606
6.55,-0.25538985023710525,0.16298038229918435,1.717012149254904e-05,-0.10041615832850168,-0.14264285059770707,-0.11252154763484568
6.5600000000000005,-0.21695340420800208,0.16125664945133922,-0.0016800800749295353,-0.1025856923705817,-0.14103028410319368,-0.11253834843559497
6.57,-0.32335090912203557,0.24165838682569468,-0.016513033212555428,-0.10581920146180206,-0.13861370023493674,-0.11270347876772052
6.58,-0.2805580132171383,0.2374549052677845,-0.017758951162277103,-0.10862478159397344,-0.1362391511822589,-0.1128810682793433
6.59,-0.24003138725933199,0.2329211795360993,-0.01895143394733828,-0.11102509546656676,-0.1339099393868979,-0.11307058261881668
6.6000000000000005,-0.34980643966605823,0.3172860020904262,0.015803662273150998,-0.11452315986322735,-0.13073707936599366,-0.11291254599608518
6.61,-0.3046760475786303,0.3101886805523059,0.013861584263184679,-0.11756992033901366,-0.1276351925604706,-0.11277393015345333
6.62,-0.2616735386163382,0.30284555576365835,0.011989788322187056,-0.12018665572517705,-0.124606737002834,-0.11265403227023146
6.63,-0.35089697229000544,0.23666653004271815,-0.011382283898756118,-0.1236956254480771,-0.12224007170240682,-0.11276785510921902
6.640000000000001,-0.30487203187960654,0.23169218334351496,-0.01258806122703765,-0.12674434576687318,-0.11992314986897167,-0.1128937357214894
6.65,-0.26088564838730594,0.22721395899879632,-0.013741179004493065,-0.12935320225074626,-0.1176510102789837,-0.11303114751153434
6.66,-0.21902749279436368,0.22321335973179143,-0.014842792026676987,-0.1315434771786899,-0.11541887668166578,-0.11317957543180111
6.67,-0.332812754952809,0.10468976857537698,0.018834357930142986,-0.13487160472821796,-0.11437197899591202,-0.11299123185249968
6.68,-0.2861199256339393,0.10444745556116442,0.017018549732448096,-0.13773280398455737,-0.11332750444030038,-0.1128210463551752
6.69,-0.24131184076727002,0.1045680569754811,0.01526999959937958,-0.14014592239223006,-0.11228182387054557,-0.11266834635918141
6.7,-0.3045048546036761,0.026396853903720652,0.07346356897815842,-0.14319097093826683,-0.11201785533150836,-0.11193371066939982
6.71,-0.25779302079721567,0.029327773306984495,0.07042770018808897,-0.14576890114623897,-0.11172457759843851,-0.11122943366751893
6.72,-0.2128346439333368,0.03258703140052585,0.06748768503386968,-0.14789724758557235,-0.11139870728443325,-0.11055455681718024
6.73,-0.2875803450729358,-0.05926057312184768,0.145962558148725,-0.1507730510363017,-0.11199131301565173,-0.10909493123569299
6.74,-0.2404202519969057,-0.05406788123085232,0.14128854917572645,-0.15317725355627076,-0.11253199182796025,-0.10768204574393572
6.75,-0.19481859726153788,-0.048884442391552874,0.13674748967336126,-0.15512543952888613,-0.11302083625187578,-0.10631457084720211
6.76,-0.1508500786446902,-0.04369540622070284,0.13233652661760636,-0.15663394031533304,-0.11345779031408282,-0.10499120558102605
6.7700000000000005,-0.17912020209499885,-0.10605511528941536,0.18519238573691774,-0.15842514233628302,-0.11451834146697697,-0.10313928172365687
6.78,-0.1349225226736166,-0.09938943505342213,0.17968847830692317,-0.1597743675630192,-0.11551223581751119,-0.10134239694058764
6.79,-0.09230885350344792,-0.09270800702239901,0.1743358928110345,-0.16069745609805366,-0.11643931588773518,-0.0995990380124773
6.8,-0.1179205422263026,-0.14472255267635348,0.24947812407733064,-0.16187666152031668,-0.11788654141449871,-0.09710425677170399
6.8100000000000005,-0.07504318182756481,-0.13676167808382556,0.24246672957013238,-0.16262709333859232,-0.11925415819533697,-0.09467958947600266
6.82,-0.03367816765246773,-0.12878209002920255,0.23568098714118604,-0.162963875015117,-0.120541979095629,-0.0923227796045908
6.83,-0.04490435535870635,-0.17763217487427185,0.19361631539762578,-0.16341291856870407,-0.12231830084437172,-0.09038661645061455
6.84,-0.003905765465414046,-0.16836822466539542,0.18969012415374456,-0.16345197622335822,-0.12400198309102567,-0.0884897152090771
6.8500000000000005,0.03559580980431898,-0.1590918102488939,0.18583302760863707,-0.16309601812531502,-0.1255929011935146,-0.08663138493299073
6.86,0.0735115825033123,-0.14979850687883645,0.1820434559017228,-0.16236090230028188,-0.12709088626230297,-0.0848109503739735
6.87,0.05419003793763094,-0.19832641840641413,0.11691472127093663,-0.16181900192090556,-0.1290741504463671,-0.08364180316126413
6.88,0.09259201723717048,-0.18773167289897397,0.11466999915358955,-0.16089308174853387,-0.13095146717535686,-0.08249510316972823
6.890000000000001,0.12951342883363226,-0.1771307126575456,0.11245814955535599,-0.15959794746019754,-0.1327227743019323,-0.08137052167417468
6.9,0.12812912417231903,-0.1924931608088254,0.07302855646933054,-0.15831665621847435,-0.13464770591002057,-0.08064023610948137
6.91,0.1645358260118116,-0.18131650316225256,0.07171534856366082,-0.15667129795835624,-0.13646087094164308,-0.07992308262384476
6.92,0.19946828031535518,-0.17013299110692043,0.07041467545036548,-0.1546766151552027,-0.13816220085271227,-0.0792189358693411
6.93,0.20477910638518637,-0.18464554574056147,0.039831915955778396,-0.15262882409135084,-0.14000865631011788,-0.07882061670978333
6.94,0.23884565515738343,-0.1728692781598437,0.03920466872769077,-0.15024036753977701,-0.1417373490917163,-0.07842857002250642
6.95,0.2713952483308475,-0.1610901656849359,0.03857476315680464,-0.14752641505646855,-0.14334825074856566,-0.07804282239093838
6.96,0.3023248661160232,-0.1493070665888231,0.03794212873471253,-0.1445031663953083,-0.14484132141445388,-0.07766340110359125
6.97,0.2914675862344094,-0.1594253893562808,0.006670856331081859,-0.1415884905329642,-0.14643557530801668,-0.07759669254028044
6.98,0.32271778243089466,-0.147132448867065,0.006686229752240647,-0.13836131270865526,-0.14790689979668734,-0.07752983024275803
6.99,0.3363381725271526,-0.13483857203290006,0.006685111580786551,-0.13499793098338372,-0.14925528551701633,-0.07746297912695016
7.0,0.32692747602981853,-0.12077766394881839,-1.2681461507513259e-05,-0.13172865622308555,-0.1504630621565045,-0.07746310594156523
7.01,0.28162374629710735,-0.10852098010353795,3.433017214693468e-05,-0.12891241876011447,-0.1515482719575399,-0.07746276263984377
7.0200000000000005,0.23829971508921013,-0.0962579761276256,6.597821954726357e-05,-0.12652942160922237,-0.15251085171881615,-0.07746210285764829
7.03,0.22639190639951545,-0.07850634652848626,-0.010675676671004969,-0.12426550254522721,-0.15329591518410102,-0.07756885962435835
7.04,0.1845027652063174,-0.06635119782425952,-0.010455993077860937,-0.12242047489316403,-0.15395942716234362,-0.07767341955513696
7.05,0.14466655834012793,-0.05418584776577701,-0.010261800617028222,-0.12097380930976274,-0.1545012856400014,-0.07777603756130724
7.0600000000000005,0.1069877837679902,-0.042011473773495345,-0.010092472211108983,-0.11990393147208284,-0.15492140037773636,-0.07787696228341834
7.07,0.12016474884101014,-0.004370266255399768,-0.016420290627438078,-0.11870228398367273,-0.15496510304029035,-0.07804116518969272
7.08,0.08236471383743216,0.007240490974274205,-0.01605456515808701,-0.11787863684529841,-0.1548926981305476,-0.07820171084127359
7.09,0.046715567206485425,0.01887280883318715,-0.01571763314178251,-0.11741148117323355,-0.15470397004221573,-0.0783588871726914
7.1000000000000005,0.06933373384059924,0.06540867876597611,0.002706689882029323,-0.11671814383482756,-0.15404988325455596,-0.07833182027387112
7.11,0.033998384280121585,0.07627099307508872,0.0025811651184941,-0.11637815999202634,-0.15328717332380506,-0.07830600862268618
7.12,0.0008890739244867829,0.0871683730107804,0.002438576825217781,-0.11636926925278147,-0.15241548959369727,-0.078281622854434
7.13,0.020788735309154205,0.12877507240381542,0.0008597455404914245,-0.11616138189968993,-0.1511277388696591,-0.07827302539902908
7.140000000000001,-0.011650091068030555,0.13902219660663928,0.000739498252605636,-0.11627788281037023,-0.14973751690359272,-0.07826563041650303
7.15,-0.0417563322320178,0.14931194502304676,0.0006019024667673345,-0.11669544613269041,-0.14824439745336224,-0.07825961139183536
7.16,-0.06941986162452723,0.15964032559961214,0.00044747896224545114,-0.11738964474893568,-0.14664799419736613,-0.07825513660221291
7.17,-0.006349580121213894,0.22025335757214062,0.030240000875427914,-0.11745314055014781,-0.14444546062164473,-0.07795273659345862
7.18,-0.0358054653105635,0.22946869923492513,0.02933274663641469,-0.11781119520325345,-0.14215077362929548,-0.07765940912709447
7.19,-0.06278588852860945,0.2387366196160812,0.028427290493977353,-0.11843905408853954,-0.13976340743313467,-0.0773751362221547
7.2,0.025240057868818444,0.2978226522857477,0.0807412254476452,-0.11818665350985136,-0.1367851809102772,-0.07656772396767825
7.21,-0.004279615964221828,0.30599540143910076,0.0785346815210691,-0.11822944966949357,-0.13372522689588617,-0.07578237715246755
7.22,-0.031287010216524413,0.3142291438902024,0.07636117587230462,-0.11854231977165881,-0.13058293545698416,-0.07501876539374451
7.23,0.0042635679179904296,0.3086337398048119,0.07808802865657936,-0.11849968409247891,-0.12749659805893604,-0.07423788510717871
7.24,-0.02167167789295804,0.28524339479933347,0.07588107619098922,-0.11871640087140849,-0.1246441641109427,-0.07347907434526882
7.25,-0.04480261255996654,0.2621504338898446,0.07370762813632684,-0.11916442699700815,-0.12202265977204425,-0.07274199806390555
7.26,-0.06491613734497825,0.2393552070580539,0.07156701393602516,-0.11981358837045793,-0.11962910770146372,-0.0720263279245453
7.2700000000000005,0.045462176842326285,0.1832574587717823,0.10406304512223677,-0.11935896660203467,-0.1177965331137459,-0.07098569747332294
7.28,0.02109348282491108,0.1619006492586783,0.10112295519252384,-0.11914803177378556,-0.11617752662115911,-0.06997446792139769
7.29,-0.0002584362927433026,0.1408278640285665,0.09823447938719237,-0.119150616136713,-0.11476924798087344,-0.06899212312752577
7.3,0.0955849198466027,0.10491032588451205,0.12426724106415993,-0.11819476693824697,-0.11372014472202832,-0.06774945071688417
7.3100000000000005,0.07149785670269723,0.08482323721341353,0.12075451556688407,-0.11747978837122,-0.11287191234989419,-0.06654190556121532
7.32,0.04903737474088293,0.06501982574904536,0.11730762662123675,-0.11698941462381117,-0.11222171409240374,-0.06536882929500296
7.33,0.1357447614062002,0.046951213932670405,0.14170195138308783,-0.11563196700974916,-0.11175220195307703,-0.06395180978117208
7.34,0.11226495991207311,0.027734761706077693,0.13768270769091417,-0.11450931741062843,-0.11147485433601625,-0.06257498270426294
7.3500000000000005,0.0876011705711815,0.008814572053403857,0.13374205331619393,-0.11363330570491662,-0.11138670861548222,-0.061237562171101004
7.36,0.061574919028542396,-0.009805086302581534,0.129878364180342,-0.11301755651463119,-0.11148475947850804,-0.05993877852929758
7.37,0.20644887429345404,-0.006205735318116634,0.13593964789545246,-0.11095306777169665,-0.11154681683168921,-0.058579382050343055
7.38,0.18157623437698,-0.024679508642681702,0.1331565476326686,-0.10913730542792685,-0.11179361191811603,-0.05724781657401637
7.390000000000001,0.1550590143072388,-0.0428217118594762,0.13045431958307127,-0.10758671528485446,-0.1122218290367108,-0.05594327337818566
7.4,0.26290407051367287,-0.02993345650583623,0.09562007758742773,-0.10495767457971773,-0.11252116360176916,-0.05498707260231138
7.41,0.23716821622194068,-0.04809733454751308,0.09386402523555196,-0.10258599241749833,-0.11300213694724429,-0.054048432349955856
7.42,0.20997413403974025,-0.06588881601164776,0.09216688686972935,-0.10048625107710092,-0.11366102510736076,-0.05312676348125856
7.43,0.20940461182527617,-0.04054828607799871,0.051241015654242175,-0.09839220495884816,-0.11406650796814075,-0.05261435332471614
7.44,0.22344848038094142,-0.05860845390552727,0.050633559582211204,-0.09615772015503875,-0.11465259250719602,-0.05210801772889403
7.45,0.23931268401665504,-0.07624303755453626,0.05005865506690327,-0.09376459331487219,-0.11541502288274139,-0.05160743117822499
7.46,0.21795121216420016,-0.09344091327693171,0.04951549237216035,-0.0915850811932302,-0.1163494320155107,-0.05111227625450339
7.47,0.11639855777112122,-0.032094029937369484,-0.0008318009835897588,-0.09042109561551898,-0.1166703723148844,-0.051120594264339285
7.48,0.13198516885244782,-0.050375428766209374,-6.90133989043884e-05,-0.08910124392699449,-0.1171741266025465,-0.05112128439832833
7.49,0.14880300651824957,-0.0681350036223265,0.0006937390663974974,-0.08761321386181199,-0.11785547663876977,-0.05111434700766436
7.5,0.053035240931918776,-0.010993435332215917,-0.01861256427821939,-0.0870828614524928,-0.11796541099209193,-0.05130047265044655
7.51,0.07081144488962429,-0.029686612102788834,-0.017347132748664007,-0.08637474700359656,-0.11826227711311982,-0.051473943977933194
7.5200000000000005,0.08724527483841324,-0.04775908930867945,-0.016093617805040955,-0.08550229425521243,-0.11873986800620662,-0.0516348801559836
7.53,0.01728758300895908,0.011776078118906963,-0.049010985680305874,-0.08532941842512283,-0.11862210722501755,-0.052124990012786664
7.54,0.03605171423200193,-0.0072353239783584655,-0.046923592966917727,-0.08496890128280281,-0.11869446046480113,-0.052594225942455844
7.55,0.05262024110430372,-0.0254654843640027,-0.04486852632142707,-0.08444269887175977,-0.11894911530844116,-0.05304291120567012
7.5600000000000005,0.07063081028882634,-0.04291049127246721,-0.04284495883892536,-0.0837363907688715,-0.11937822022116583,-0.05347136079405937
7.57,-0.027284890007206047,0.056839204125678056,-0.04724887957943208,-0.08400923966894357,-0.11880982817990905,-0.05394384958985369
7.58,-0.006641440297030871,0.037151107946267636,-0.04512044739026441,-0.08407565407191388,-0.11843831710044637,-0.05439505406375633
7.59,0.011350529835397638,0.017276014765179815,-0.04302467535108076,-0.0839621487735599,-0.11826555695279457,-0.054825300817267136
7.6000000000000005,-0.05690537791406855,0.09700626996411194,-0.021398663772863674,-0.08453120255270058,-0.11729549425315346,-0.055039287454995776
7.61,-0.034666919770020094,0.07545588866256009,-0.019849102671521623,-0.08487787175040078,-0.11654093536652786,-0.05523777848171099
7.62,-0.014779967686050083,0.053694733006171114,-0.018317075425058282,-0.08502567142726128,-0.11600398803646615,-0.055420949235961574
7.63,-0.06471432502558086,0.12738978307015908,-0.017074109986907948,-0.08567281467751708,-0.11473009020576456,-0.055591690335830654
7.640000000000001,-0.04224796876070741,0.10416458855731023,-0.015564863000936208,-0.08609529436512416,-0.11368844432019146,-0.05574733896584002
7.65,-0.02202526466477797,0.08079875539719777,-0.014071968944364688,-0.08631554701177194,-0.11288045676621948,-0.055888058655283665
7.66,-0.004233690187370576,0.057330790212904464,-0.012595077298822893,-0.08635788391364564,-0.11230714886409043,-0.056014009428271894
7.67,-0.07536478771684249,0.17251879725682157,0.012435073948177222,-0.08711153179081407,-0.11058196089152222,-0.055889658688790124
7.68,-0.05226961630916674,0.14732965326645234,0.013298087463484431,-0.08763422795390574,-0.1091086643588577,-0.05575667781415528
7.69,-0.031264119867491474,0.1220212353195578,0.014160871914742135,-0.08794686915258065,-0.10788845200566212,-0.05561506909500786
7.7,-0.08091875940685819,0.208331383550487,0.04035091676025898,-0.08875605674664924,-0.10580513817015724,-0.05521155992740527
7.71,-0.05727811276806288,0.1819099094674955,0.040583618519136416,-0.08932883787432987,-0.10398603907548229,-0.05480572374221391
7.72,-0.03561268514382221,0.1553520884043023,0.04083138391689621,-0.08968496472576809,-0.10243251819143927,-0.054397409903044945
7.73,-0.0717835459944974,0.23076639596250353,0.03872158575861484,-0.09040280018571306,-0.10012485423181423,-0.054010194045458794
7.74,-0.048582702876798084,0.20334960193537185,0.03905957169838001,-0.09088862721448104,-0.09809135821246051,-0.053619598328474995
7.75,-0.02727986478639785,0.17578205655013793,0.03940982991423747,-0.09116142586234502,-0.09633353764695914,-0.05322550002933262
7.76,-0.007921467563149237,0.14811005755299123,0.039771946881247536,-0.09124064053797651,-0.09485243707142922,-0.05282778056052015
7.7700000000000005,-0.06369187732576079,0.2137534442693713,0.04620797137012701,-0.09187755931123412,-0.09271490262873551,-0.05236570084681888
7.78,-0.04070835154069824,0.2304709729035111,0.046445581191969676,-0.0922846428266411,-0.0904101928997004,-0.051901245034899186
7.79,-0.019504908559066947,0.2104503106579094,0.04669759471852837,-0.09247969191223178,-0.0883056897931213,-0.0514342690877139
7.8,-0.06995781905735554,0.13075719908425731,0.04839322869368318,-0.09317927010280533,-0.08699811780227873,-0.05095033680077707
7.8100000000000005,-0.04601938152560575,0.14885737993990453,0.04863943610536013,-0.09363946391806138,-0.08550954400287969,-0.050463942439723464
7.82,-0.023723462287205843,0.16688334399280777,0.04889953349569212,-0.09387669854093345,-0.08384071056295161,-0.04997494710476654
7.83,-0.0321090555617512,0.1177469003707637,0.025561842606723534,-0.09419778909655095,-0.08266324155924398,-0.049719328678699305
7.84,-0.010361194445914684,0.1363348188674165,0.02644081314144929,-0.0943014010410101,-0.08129989337056982,-0.049454920547284814
7.8500000000000005,0.009768738898222745,0.15565252504890187,0.027317826278202298,-0.09420371365202787,-0.0797433681200808,-0.04918174228450279
7.86,0.028255079076388023,0.1755317789967218,0.028192792330019034,-0.093921162861264,-0.07798805033011358,-0.0488998143612026
7.87,-0.006773046180438641,0.06834991669483262,0.017526190868928218,-0.09398889332306838,-0.07730455116316526,-0.04872455245251332
7.88,0.013794005692503913,0.08901144414922842,0.018686619822770256,-0.09385095326614334,-0.07641443672167297,-0.04853768625428562
7.890000000000001,0.03283846631307227,0.10894575772092056,0.01983758558024923,-0.09352256860301263,-0.07532497914446377,-0.048339310398483125
7.9,0.01269014336759336,0.03537329694400457,0.0158997892334376,-0.0933956671693367,-0.07497124617502372,-0.04818031250614875
7.91,0.03239173695848949,0.05815190125509012,0.017158995455471615,-0.0930717497997518,-0.07438972716247282,-0.04800872255159404
7.92,0.05064522950779779,0.0792267659197364,0.01840582965373816,-0.09256529750467382,-0.07359745950327545,-0.04782466425505666
7.930000000000001,0.03918164072861277,0.019471828590712725,0.009934887817100044,-0.0921734810973877,-0.07340274121736833,-0.04772531537688566
7.94,0.05746625842679534,0.04336000252156419,0.011400549818314842,-0.09159881851311974,-0.07296914119215268,-0.04761130987870251
7.95,0.07435774560548003,0.06559990807202493,0.012848225909586952,-0.09085524105706494,-0.07231314211143243,-0.04748282761960664
7.96,0.08984029659908088,0.08660798466095733,0.014278205118828172,-0.08995683809107413,-0.07144706226482285,-0.04734004556841836
7.97,0.06896812959821258,-0.0005152960999188771,0.0220232913981942,-0.089267156795092,-0.07145221522582204,-0.04711981265443642
7.98,0.08556499504170642,0.025087249494921388,0.02325624186662155,-0.08841150684467494,-0.07120134273087282,-0.0468872502357702
7.99,0.10084471192245198,0.04908241384557907,0.024476239005546643,-0.08740305972545043,-0.07071051859241703,-0.04664248784571473
8.0,0.07997341580550768,-0.03595012291058583,0.04471270150757918,-0.08660332556739535,-0.07107001982152289,-0.04619536083063894
8.01,0.09605747637919121,-0.0075072417969097305,0.045422423713552415,-0.08564275080360344,-0.07114509223949199,-0.045741136593503415
8.02,0.11090369114909132,0.01940133044257611,0.04613133121714509,-0.08453371389211252,-0.07095107893506623,-0.04527982328133196
8.03,0.11027672476302747,-0.009687069776298435,0.050332598812430115,-0.08343094664448225,-0.07104794963282922,-0.04477649729320766
8.040000000000001,0.12418867908714715,0.017805106837355283,0.05094670947752293,-0.08218905985361077,-0.07086989856445566,-0.04426703019843243
8.05,0.1368863760318029,0.04366952299664914,0.05156162334866923,-0.08082019609329275,-0.07043320333448917,-0.04375141396494574
8.06,0.1483630146226141,0.06778481077684084,0.05217711021752229,-0.0793365659470666,-0.06975535522672076,-0.04322964286277051
8.07,0.13052457802398018,-0.007412661037839274,0.07179976461782904,-0.0780313201668268,-0.06982948183709915,-0.042511645216592224
8.08,0.14269670141928711,0.02099531914411315,0.07192323337632898,-0.07660435315263393,-0.06961952864565803,-0.041792412882828936
8.09,0.15371623320542913,0.047745368589663995,0.07205818464748372,-0.07506719082057964,-0.0691420749597614,-0.041071831036354096
8.1,0.1392777484243766,-0.005273812472845113,0.08142113757298444,-0.07367441333633587,-0.06919481308448984,-0.04025761966062425
8.11,0.15035003950644935,0.023942677831164744,0.08133215234732749,-0.07217091294127137,-0.06895538630617819,-0.039444298137150974
8.120000000000001,0.16031657392579657,0.05148927640864519,0.08125875453500112,-0.0705677472020134,-0.06844049354209174,-0.03863171059180096
8.13,0.14959405201105774,0.010732214373323445,0.08431305620985968,-0.06907180668190283,-0.0683331713983585,-0.03778858002970237
8.14,0.15930605858569893,0.039863013488650345,0.08418069913794171,-0.06747874609604583,-0.067934541263472,-0.03694677303832295
8.15,0.167953516014027,0.06728033401821416,0.08406401774844027,-0.06579921093590556,-0.06726173792328985,-0.036106132860838545
8.16,0.16177514808468996,0.09289249522400325,0.08396237341915745,-0.06418145945505865,-0.06633281297104981,-0.03526650912664697
8.17,0.15320188331450588,0.030353823946200786,0.08271357897211691,-0.06264944062191359,-0.0660292747315878,-0.0344393733369258
8.18,0.16053318072791914,0.059486059021419985,0.0826592720094408,-0.0610441088146344,-0.0654344141413736,-0.03361278061683139
8.19,0.14502832014340253,0.08685395720890633,0.08261776230347852,-0.059593825613200375,-0.06456587456928455,-0.032786602993796606
8.2,0.14975143854198203,0.04178750390500391,0.07726305743327597,-0.058096311227780556,-0.0641479995302345,-0.03201397241946385
8.21,0.14194689568658753,0.07112294111949179,0.07737215180108051,-0.05667684227091468,-0.06343677011903959,-0.03124025090145304
8.22,0.1280837554220298,0.09866595211424166,0.07749017949528084,-0.05539600471669438,-0.06245011059789717,-0.03046534910650023
8.23,0.13787001610344493,0.06373924268648483,0.07541228735408959,-0.05401730455565994,-0.06181271817103232,-0.029711226232959336
8.24,0.12441981391848868,0.09248243754252061,0.07563302035748305,-0.05277310641647505,-0.06088789379560711,-0.028954896029384506
8.25,0.11206508979811455,0.11937188332070847,0.07597763390184446,-0.0516524555184939,-0.05969417496240003,-0.02819511969036606
8.26,0.10079380851481913,0.1442992839678964,0.07232771032650862,-0.05064451743334571,-0.05825118212272107,-0.027471842587100975
8.27,0.12336243864802349,0.08370995471714697,0.07007466801094468,-0.049410893046865474,-0.0574140825755496,-0.02677109590699153
8.28,0.1115819265927507,0.11204085365954808,0.0704455689475242,-0.04829507378093797,-0.05629367403895412,-0.026066640217516288
8.290000000000001,0.10082671841403967,0.13844435376472802,0.06662589753223555,-0.04728680659679757,-0.05490923050130684,-0.02540038124219393
8.3,0.11813692133340595,0.07325449234747447,0.05817969541524754,-0.04610543738346351,-0.0541766855778321,-0.024818584288041456
8.31,0.11580443213277328,0.10293632820485858,0.05886007138227627,-0.04494739306213578,-0.05314732229578351,-0.024229983574218694
8.32,0.10546668310085555,0.13070742709218441,0.05953236482102215,-0.04389272623112722,-0.05184024802486167,-0.023634659926008474
8.33,0.11297279252668437,0.11033003413224873,0.062296470913616245,-0.042762998305860375,-0.05073694768353918,-0.02301169521687231
8.34,0.10311678824308834,0.12450687517160093,0.05896174394144715,-0.04173183042342949,-0.04949187893182317,-0.02242207777745784
8.35,0.09438855275368911,0.09250944873474784,0.05514638492314424,-0.0407879448958926,-0.048566784444475694,-0.021870613928226396
8.36,0.08656886826629089,0.062895447545108,0.051498873278138776,-0.039922256213229694,-0.04793782996902461,-0.021355625195445007
8.370000000000001,0.09669594715208968,0.12346720029170066,0.05376999049361754,-0.0389552967417088,-0.046703157966107606,-0.020817925290508833
8.38,0.09999983414145676,0.09017092924274983,0.05011486637040085,-0.037955298400294234,-0.045801448673680106,-0.020316776626804825
8.39,0.09561206502425791,0.05945141041517406,0.046567280957866164,-0.036999177750051654,-0.045206934569528366,-0.019851103817226164
8.4,0.08044925412181328,0.10638709254107162,0.05124275724285196,-0.036194685208833524,-0.04414306364411765,-0.019338676244797643
8.41,0.08326000005117629,0.07380716386970416,0.04750554472037206,-0.035362085208321764,-0.04340499200542061,-0.018863620797593923
8.42,0.08538655729607557,0.04360429091240017,0.04399094891480564,-0.03450821963536101,-0.04296894909629661,-0.018423711308445865
8.43,0.058739412994260054,0.10739234608607956,0.04889827078468674,-0.0339208255054184,-0.04189502563543581,-0.017934728600598998
8.44,0.06158743393851042,0.08230201123151291,0.04527717244371989,-0.0333049511660333,-0.04107200552312068,-0.0174819568761618
8.45,0.06379247128576371,0.050832062970770524,0.0417499827031887,-0.03266702645317566,-0.04056368489341298,-0.017064457049129914
8.46,0.06537014043407421,0.021872088487092878,0.038346144585142,-0.03201332504883492,-0.040344964008542046,-0.016680995603278494
8.47,0.04893367425738783,0.06406061703608605,0.040712734277602074,-0.03152398830626104,-0.03970435783818119,-0.016273868260502474
8.48,0.05062658941485344,0.03381206491984669,0.03730425288498901,-0.031017722412112505,-0.03936623718898272,-0.015900825731652583
8.49,0.05173467319288246,0.006263241687317678,0.03398402976716217,-0.03050037568018368,-0.03930360477210954,-0.015560985433980962
8.5,0.034511011849919726,0.060869767070803965,0.040930559119610896,-0.030155265561684484,-0.0386949071014015,-0.015151679842784854
